S1;S2;S3;S4;S5;Timestamp
174;20;200;7;192;2016-12-30T01:05:00+03:00
289;89;28;45;17;2016-12-22T05:45:00+03:00
295;130;147;52;142;2016-12-22T06:40:00+03:00
225;184;113;30;78;2016-12-23T06:55:00+03:00
223;98;93;40;137;2016-12-23T09:20:00+03:00
250;94;31;85;156;2016-12-24T03:35:00+03:00
24;102;151;112;30;2016-12-25T01:15:00+03:00
226;23;158;164;111;2016-12-25T06:15:00+03:00
218;158;197;173;99;2016-12-25T16:30:00+03:00
24;73;170;40;0;2016-12-26T05:35:00+03:00
245;5;166;161;169;2016-12-26T06:20:00+03:00
256;128;30;34;105;2016-12-26T15:50:00+03:00
255;73;174;99;39;2016-12-26T17:05:00+03:00
3;64;121;171;46;2016-12-20T13:30:00+03:00
300;141;92;111;39;2016-12-21T05:40:00+03:00
299;125;182;6;145;2016-12-18T11:55:00+03:00
301;122;70;110;171;2016-12-18T14:45:00+03:00
301;79;158;178;7;2016-12-18T16:00:00+03:00
293;109;129;37;79;2016-12-19T21:25:00+03:00
283;118;91;109;51;2016-09-30T07:00:00+03:00
262;50;91;15;72;2016-08-11T19:00:00+03:00
131;77;115;29;158;2017-01-17T02:10:00+03:00
110;185;13;173;136;2017-01-18T02:50:00+03:00
985;135;31;57;155;2017-01-19T01:20:00+03:00
152;90;141;78;185;2017-01-10T15:55:00+03:00
20;81;145;64;138;2017-08-10T13:55:00+03:00
206;77;167;23;139;2017-08-10T15:10:00+03:00
288;56;15;6;200;2017-08-26T14:40:00+03:00
292;19;173;27;68;2017-08-27T08:10:00+03:00
315;70;192;131;137;2017-08-27T17:40:00+03:00
319;169;41;18;83;2017-08-27T20:30:00+03:00
314;136;138;119;154;2017-08-27T23:15:00+03:00
258;141;8;163;142;2017-08-14T15:45:00+03:00
27;60;196;159;43;2017-08-15T00:55:00+03:00
271;10;135;96;170;2017-08-15T12:50:00+03:00
271;124;21;123;18;2017-08-17T00:50:00+03:00
274;74;44;101;105;2017-08-17T17:25:00+03:00
283;25;185;134;42;2017-08-17T19:30:00+03:00
260;3;50;125;76;2017-08-18T16:45:00+03:00
219;9;3;95;175;2017-08-09T23:00:00+03:00
240;175;145;141;124;2017-08-13T02:20:00+03:00
284;138;107;70;84;2017-08-23T22:50:00+03:00
270;139;176;52;167;2017-08-25T01:40:00+03:00
268;98;105;116;129;2017-08-25T03:25:00+03:00
234;102;7;24;122;2017-08-19T11:05:00+03:00
235;120;96;114;7;2017-08-22T02:10:00+03:00
248;108;196;166;16;2017-08-22T14:10:00+03:00
309;43;172;196;49;2017-08-29T01:30:00+03:00
239;184;184;104;141;2017-08-31T10:20:00+03:00
246;175;1;162;66;2017-08-31T19:40:00+03:00
291;96;74;94;126;2017-07-06T04:55:00+03:00
305;184;114;160;56;2017-07-08T02:00:00+03:00
251;73;143;111;114;2017-07-10T14:35:00+03:00
252;2;150;196;1;2017-07-10T20:20:00+03:00
28;5;90;189;180;2017-07-30T03:40:00+03:00
271;150;188;72;135;2017-07-30T10:10:00+03:00
29;104;75;111;124;2017-07-31T00:35:00+03:00
265;28;176;77;165;2017-07-31T10:05:00+03:00
280;70;158;136;153;2017-07-31T17:35:00+03:00
237;26;53;188;107;2017-07-26T21:30:00+03:00
255;93;10;12;122;2017-07-28T00:05:00+03:00
241;156;155;22;106;2017-07-28T08:10:00+03:00
259;186;46;97;89;2017-07-28T23:20:00+03:00
254;64;15;7;65;2017-07-24T03:35:00+03:00
236;72;105;125;18;2017-07-24T09:50:00+03:00
283;110;173;144;156;2016-08-07T18:00:00+03:00
2725081825;171;61;137;142;2016-08-20T10:00:00+03:00
250;111;52;176;1;2016-08-30T08:00:00+03:00
306;92;44;130;43;2016-09-07T00:00:00+03:00
292;29;153;185;146;2016-12-20T02:15:00+03:00
294;115;89;113;50;2016-12-20T08:00:00+03:00
296;145;122;46;125;2016-12-20T09:00:00+03:00
308;91;126;105;107;2016-12-20T13:40:00+03:00
296;150;51;60;37;2016-12-20T20:45:00+03:00
300;4;10;169;97;2016-12-21T04:50:00+03:00
263;32;101;8;139;2016-12-22T12:30:00+03:00
243;62;49;186;156;2016-10-16T02:00:00+03:00
215;140;11;179;68;2016-10-23T09:00:00+03:00
2667198563;8;56;43;71;2016-10-24T03:00:00+03:00
2;91;108;184;119;2016-12-22T19:30:00+03:00
227;28;146;102;198;2016-12-23T03:00:00+03:00
225;91;132;40;159;2016-12-23T05:50:00+03:00
237;195;187;59;140;2017-04-14T19:05:00+03:00
216;11;195;106;131;2017-04-15T11:20:00+03:00
215;47;168;186;27;2017-04-15T16:35:00+03:00
217;153;90;162;124;2017-04-15T21:30:00+03:00
206;36;33;107;107;2017-04-16T07:00:00+03:00
199;12;100;25;3;2017-04-16T14:35:00+03:00
219;198;102;41;55;2017-04-17T13:00:00+03:00
219;127;43;150;22;2017-04-18T13:40:00+03:00
21;127;97;84;137;2017-04-18T19:35:00+03:00
225;49;11;35;173;2017-03-22T16:25:00+03:00
193;132;144;198;169;2017-01-12T10:30:00+03:00
20;25;37;98;179;2017-01-12T13:30:00+03:00
203;56;116;39;105;2017-01-13T00:05:00+03:00
203;109;172;147;82;2017-01-13T01:30:00+03:00
203;107;180;34;146;2017-01-13T04:20:00+03:00
136;191;189;108;31;2017-01-07T09:35:00+03:00
205;73;150;141;149;2017-02-14T11:05:00+03:00
208;12;16;113;135;2017-02-14T14:00:00+03:00
14;111;148;46;179;2016-12-31T11:35:00+03:00
140;105;188;71;35;2016-12-31T15:35:00+03:00
131;64;14;177;176;2017-01-01T07:45:00+03:00
130;92;28;140;60;2017-01-02T00:25:00+03:00
15;101;16;125;51;2017-01-10T12:25:00+03:00
937;135;107;79;175;2017-01-19T17:25:00+03:00
736;145;37;169;7;2017-01-20T09:05:00+03:00
880;5;200;59;67;2017-01-20T19:10:00+03:00
226;99;171;81;11;2017-02-15T04:40:00+03:00
193;41;96;54;14;2017-02-20T15:05:00+03:00
217;94;181;176;2;2017-02-22T05:50:00+03:00
203;32;46;127;198;2017-02-23T06:30:00+03:00
201;38;192;190;154;2017-02-23T07:30:00+03:00
203;68;53;99;57;2017-02-25T03:05:00+03:00
225;71;55;148;48;2017-02-16T01:45:00+03:00
227;147;25;5;200;2017-02-16T12:30:00+03:00
2;137;167;153;126;2017-02-16T18:15:00+03:00
2;159;147;138;87;2017-02-16T19:45:00+03:00
229;189;36;143;21;2017-02-16T22:10:00+03:00
242;98;125;26;60;2017-02-17T09:55:00+03:00
237;71;81;69;55;2017-02-18T04:50:00+03:00
230;144;124;23;105;2017-04-03T00:50:00+03:00
225;6;150;115;65;2017-04-04T04:35:00+03:00
24;29;67;24;28;2017-04-05T18:20:00+03:00
241;48;155;138;177;2017-04-06T01:05:00+03:00
225;113;101;92;155;2017-04-06T18:40:00+03:00
208;155;32;161;37;2017-02-25T17:55:00+03:00
218;130;94;182;187;2017-02-26T20:25:00+03:00
186;79;95;22;180;2017-03-01T19:30:00+03:00
189;11;90;189;45;2017-03-01T21:20:00+03:00
150;6;75;153;196;2017-03-14T04:00:00+03:00
242;140;84;44;164;2017-03-22T01:35:00+03:00
251;103;136;79;75;2017-03-22T04:55:00+03:00
230;180;113;13;44;2017-03-22T22:10:00+03:00
196;109;200;158;29;2017-02-27T07:05:00+03:00
19;184;157;50;9;2017-02-27T12:55:00+03:00
190;7;15;190;159;2017-02-27T23:05:00+03:00
341;99;18;113;82;2017-06-19T00:10:00+03:00
342;157;136;145;196;2017-06-19T15:35:00+03:00
350;18;45;189;52;2017-06-20T04:15:00+03:00
351;68;0;167;6;2017-06-20T12:55:00+03:00
257;155;21;22;60;2017-06-03T19:45:00+03:00
226;146;19;42;162;2017-06-05T09:55:00+03:00
230;179;158;94;37;2017-06-08T07:05:00+03:00
28;70;73;17;8;2017-06-08T15:15:00+03:00
283;42;173;94;132;2017-06-08T16:25:00+03:00
30;160;144;94;160;2017-06-08T22:15:00+03:00
314;114;71;75;14;2017-06-13T19:05:00+03:00
298;119;13;81;106;2017-06-15T04:00:00+03:00
239;187;141;69;97;2017-03-30T14:20:00+03:00
269;170;111;193;109;2017-03-30T23:25:00+03:00
247;150;64;167;182;2017-04-05T01:55:00+03:00
239;191;111;156;17;2017-04-05T21:50:00+03:00
235;124;149;68;143;2017-04-07T18:35:00+03:00
248;82;9;79;174;2017-04-09T03:00:00+03:00
236;104;120;171;171;2017-04-09T06:30:00+03:00
268;154;133;158;16;2017-04-09T14:00:00+03:00
237;71;171;59;104;2017-04-10T07:15:00+03:00
186;84;124;12;101;2017-04-12T03:00:00+03:00
20;76;11;10;175;2017-04-12T04:05:00+03:00
225;77;47;142;14;2017-04-12T17:10:00+03:00
212;167;183;176;122;2017-04-13T07:40:00+03:00
280;91;23;60;13;2017-05-22T15:35:00+03:00
272;147;2;143;94;2017-05-10T21:50:00+03:00
27;163;102;72;57;2017-05-10T23:45:00+03:00
2725081825;140;97;73;142;2017-05-11T04:00:00+03:00
2725081825;45;182;156;161;2017-05-11T08:20:00+03:00
260;133;84;94;186;2017-05-14T13:20:00+03:00
271;59;88;69;166;2017-05-14T17:15:00+03:00
218;124;68;138;59;2017-05-15T08:00:00+03:00
276;95;46;104;15;2017-05-15T21:05:00+03:00
196;124;175;80;186;2017-04-28T13:15:00+03:00
2;86;95;136;147;2017-04-29T19:50:00+03:00
219;150;70;120;165;2017-05-02T15:20:00+03:00
19;58;173;129;134;2017-05-03T08:50:00+03:00
221;142;120;29;89;2017-05-03T17:00:00+03:00
232;102;150;12;80;2017-05-04T10:05:00+03:00
236;12;146;40;106;2017-04-24T13:00:00+03:00
245;15;150;0;95;2017-04-25T14:45:00+03:00
221;187;129;122;8;2017-04-25T19:15:00+03:00
182;75;115;13;26;2017-04-26T14:10:00+03:00
188;191;13;87;192;2017-04-27T01:35:00+03:00
174;3;86;149;101;2017-04-27T03:30:00+03:00
177;197;176;7;171;2017-04-27T07:35:00+03:00
174;160;132;99;97;2017-04-27T10:35:00+03:00
184;45;145;123;95;2017-04-28T04:15:00+03:00
229;117;88;55;66;2017-04-30T21:30:00+03:00
2136941910;144;60;29;10;2017-05-03T13:55:00+03:00
21;3;137;34;82;2017-04-13T12:00:00+03:00
228;44;92;174;7;2017-04-13T16:50:00+03:00
224;7;30;17;114;2017-04-14T01:30:00+03:00
201;86;130;98;143;2017-04-14T05:35:00+03:00
201;46;168;197;161;2017-04-14T10:35:00+03:00
206;12;116;78;47;2017-04-16T16:45:00+03:00
208;187;175;93;133;2017-04-16T21:45:00+03:00
213;46;84;119;176;2017-04-17T07:50:00+03:00
224;189;99;76;24;2017-04-17T17:10:00+03:00
298;189;149;112;59;2017-06-18T11:50:00+03:00
344;181;10;178;34;2017-06-19T16:05:00+03:00
365;129;82;94;22;2017-06-22T22:55:00+03:00
180;159;163;59;65;2017-04-19T03:05:00+03:00
19;159;26;130;34;2017-04-19T21:15:00+03:00
17;151;5;47;145;2017-04-20T03:00:00+03:00
314;84;119;102;118;2017-06-27T14:05:00+03:00
289;190;98;155;9;2017-06-28T19:05:00+03:00
204;63;138;58;96;2017-02-20T03:45:00+03:00
208;101;27;177;46;2017-02-21T18:55:00+03:00
208;68;46;78;78;2017-02-21T20:00:00+03:00
21;99;177;118;51;2017-02-22T11:45:00+03:00
2088768578;154;67;83;21;2017-02-22T22:55:00+03:00
196;82;184;151;122;2017-02-25T08:35:00+03:00
947;182;157;50;199;2017-01-19T19:50:00+03:00
746;116;93;18;189;2017-01-21T06:50:00+03:00
708;200;122;119;133;2017-01-21T10:00:00+03:00
230;143;89;65;74;2017-02-15T11:25:00+03:00
229;55;136;146;64;2017-02-15T22:00:00+03:00
226;136;2;119;59;2017-02-16T01:35:00+03:00
116;200;190;171;166;2017-01-17T19:00:00+03:00
966;133;189;129;91;2017-01-19T02:30:00+03:00
937;179;193;64;67;2017-01-19T04:30:00+03:00
90;178;149;178;195;2017-01-19T09:10:00+03:00
235;159;30;135;15;2017-02-18T01:10:00+03:00
237;76;29;23;113;2017-02-18T05:30:00+03:00
194;76;30;8;13;2017-02-27T16:00:00+03:00
200;0;71;31;48;2017-02-28T06:50:00+03:00
199;196;167;82;3;2017-02-28T07:15:00+03:00
188;40;163;70;43;2017-03-01T19:50:00+03:00
187;111;10;147;121;2017-03-02T00:25:00+03:00
21;33;135;14;126;2017-03-02T13:30:00+03:00
207;104;33;186;179;2017-05-02T05:15:00+03:00
246;19;95;112;36;2017-05-10T02:20:00+03:00
218;16;88;91;184;2017-04-30T06:30:00+03:00
219;168;161;142;114;2017-04-30T09:00:00+03:00
232;143;159;31;56;2017-05-01T14:25:00+03:00
180;32;26;83;51;2017-04-26T10:55:00+03:00
235;52;36;155;150;2017-04-24T12:55:00+03:00
258;91;27;200;40;2017-04-24T17:00:00+03:00
241;29;179;156;33;2017-05-08T22:55:00+03:00
2725081825;92;127;110;26;2017-05-10T22:20:00+03:00
259;180;14;19;123;2017-05-12T05:25:00+03:00
246;40;12;154;125;2017-05-12T11:30:00+03:00
283;87;177;189;31;2017-08-02T14:30:00+03:00
303;140;94;83;4;2017-08-03T17:50:00+03:00
293;122;71;74;100;2017-08-04T04:10:00+03:00
288;71;47;52;88;2017-08-05T00:30:00+03:00
2136941910;96;179;0;18;2017-08-09T12:00:00+03:00
220;42;123;189;96;2017-08-09T22:25:00+03:00
219;169;9;144;185;2017-08-09T22:40:00+03:00
20;97;163;64;182;2017-08-11T04:05:00+03:00
203;133;190;97;110;2017-08-11T18:05:00+03:00
250;174;2;99;196;2017-08-13T16:55:00+03:00
271;30;191;26;4;2017-08-15T12:10:00+03:00
243;200;61;192;58;2017-08-19T14:45:00+03:00
204;99;66;76;163;2017-08-20T10:05:00+03:00
21;130;197;24;167;2017-08-21T04:00:00+03:00
196;163;28;65;195;2017-08-21T09:00:00+03:00
198;153;157;28;101;2017-08-21T10:40:00+03:00
27;51;130;172;54;2017-08-24T23:55:00+03:00
276;113;111;112;166;2017-08-26T03:15:00+03:00
274;30;92;19;34;2017-08-15T22:50:00+03:00
271;87;1;34;34;2017-08-16T02:45:00+03:00
257;164;196;110;30;2017-08-16T10:20:00+03:00
264;143;171;173;36;2017-08-16T15:00:00+03:00
256;30;38;124;22;2017-08-17T12:25:00+03:00
239;14;83;123;33;2017-08-08T18:45:00+03:00
309;119;151;147;86;2017-08-26T20:50:00+03:00
295;39;31;52;147;2017-08-27T06:25:00+03:00
301;172;58;164;56;2017-08-28T15:40:00+03:00
307;13;126;97;61;2017-08-29T01:50:00+03:00
301;62;128;139;54;2017-08-29T03:30:00+03:00
279;157;112;22;37;2017-08-29T06:45:00+03:00
287;42;20;155;99;2017-08-29T12:40:00+03:00
298;162;79;131;162;2017-08-30T16:15:00+03:00
259;69;126;16;83;2017-08-31T07:10:00+03:00
2667198563;150;131;139;74;2017-05-13T11:00:00+03:00
251;22;18;65;60;2017-05-14T03:25:00+03:00
271;106;30;90;119;2017-05-15T18:45:00+03:00
24;27;45;2;124;2017-05-16T06:35:00+03:00
28;145;91;98;36;2017-05-17T02:30:00+03:00
218;171;164;181;58;2017-05-19T09:00:00+03:00
207;68;82;152;90;2017-05-19T09:55:00+03:00
260;69;159;175;70;2017-05-23T10:00:00+03:00
284;145;180;93;108;2017-05-25T03:15:00+03:00
304;3;5;86;126;2017-05-25T16:05:00+03:00
301;138;83;21;168;2017-05-26T17:55:00+03:00
306;190;93;145;74;2017-05-27T14:45:00+03:00
261;181;173;85;96;2017-05-29T08:40:00+03:00
290;30;2;167;57;2017-05-29T22:15:00+03:00
219;129;6;66;97;2017-05-20T07:10:00+03:00
264;158;198;73;22;2017-05-21T18:00:00+03:00
276;156;160;56;186;2017-05-21T23:05:00+03:00
272;136;147;88;37;2017-05-22T00:50:00+03:00
252;87;111;155;76;2017-06-03T08:00:00+03:00
251;125;196;156;200;2017-06-03T09:45:00+03:00
256;156;49;140;23;2017-06-03T16:35:00+03:00
242;101;119;5;22;2017-06-04T03:35:00+03:00
236;46;65;6;120;2017-06-04T13:10:00+03:00
227;169;112;138;150;2017-06-05T10:25:00+03:00
208;126;93;84;66;2016-11-01T05:00:00+03:00
258;138;139;52;170;2016-11-22T03:00:00+03:00
268;74;163;45;170;2016-12-01T20:00:00+03:00
270;189;81;37;108;2016-12-16T18:50:00+03:00
304;85;67;10;167;2016-12-18T20:50:00+03:00
236;175;44;67;135;2016-12-25T02:55:00+03:00
257;138;44;180;111;2016-12-26T16:35:00+03:00
188;193;115;94;63;2016-12-29T12:50:00+03:00
17;115;46;8;104;2016-12-30T02:25:00+03:00
166;113;105;54;192;2016-12-30T08:10:00+03:00
151;142;139;151;32;2017-01-11T08:05:00+03:00
154;65;53;89;157;2017-01-11T14:10:00+03:00
203;168;114;66;43;2017-01-13T06:15:00+03:00
201;185;10;26;135;2017-01-13T09:55:00+03:00
129;92;46;113;28;2017-01-03T04:35:00+03:00
154;26;38;40;30;2017-01-03T19:05:00+03:00
148;167;51;121;72;2017-01-04T01:30:00+03:00
151;42;142;88;22;2017-01-05T05:25:00+03:00
171;119;167;156;119;2017-01-05T16:40:00+03:00
139;181;156;55;34;2016-12-31T19:00:00+03:00
131;41;64;2;8;2017-01-01T19:15:00+03:00
131;189;119;35;82;2017-01-01T20:30:00+03:00
134;88;159;67;72;2017-01-07T10:20:00+03:00
130;164;31;38;168;2017-01-07T12:35:00+03:00
133;1;47;196;17;2017-01-08T04:30:00+03:00
132;136;76;10;120;2017-01-08T06:25:00+03:00
154;25;66;175;117;2017-01-09T17:50:00+03:00
15;40;166;138;89;2017-01-10T10:55:00+03:00
225;139;50;188;193;2017-07-02T04:40:00+03:00
308;146;57;147;196;2017-06-24T11:35:00+03:00
325;165;9;43;143;2017-06-25T18:45:00+03:00
284;142;46;1;128;2017-06-26T11:20:00+03:00
290;26;91;15;117;2017-06-26T12:45:00+03:00
322;33;113;174;133;2017-06-27T16:05:00+03:00
280;121;139;15;48;2017-06-29T00:20:00+03:00
28;160;67;47;94;2017-06-29T21:00:00+03:00
276;164;144;154;111;2017-06-13T07:35:00+03:00
318;52;2;147;138;2017-06-13T21:15:00+03:00
299;113;99;27;66;2017-06-15T04:45:00+03:00
319;129;68;12;179;2017-06-16T06:00:00+03:00
32;83;116;6;78;2017-06-17T22:40:00+03:00
304;98;139;84;118;2017-06-18T03:00:00+03:00
315;37;134;151;158;2017-06-19T10:30:00+03:00
322;86;80;147;46;2017-06-10T17:15:00+03:00
291;141;184;75;129;2017-06-11T08:35:00+03:00
350;160;141;83;130;2017-06-11T18:50:00+03:00
309;136;151;46;194;2017-06-12T17:15:00+03:00
335;99;20;72;58;2017-06-20T09:15:00+03:00
358;37;114;103;9;2017-06-20T14:30:00+03:00
371;4;146;4;115;2017-06-21T17:55:00+03:00
355;28;86;137;195;2017-06-22T15:10:00+03:00
371;31;79;137;144;2017-06-22T22:20:00+03:00
240;137;116;108;134;2017-06-07T17:10:00+03:00
237;138;22;127;23;2017-07-16T11:15:00+03:00
263;126;60;161;137;2017-07-18T07:30:00+03:00
301;151;145;74;56;2017-07-19T02:45:00+03:00
297;168;115;117;123;2017-07-19T04:30:00+03:00
271;105;18;115;51;2017-07-20T10:35:00+03:00
269;77;145;1;43;2017-07-21T19:15:00+03:00
253;21;2;174;18;2017-07-12T10:55:00+03:00
259;139;129;134;78;2017-07-13T14:10:00+03:00
270;91;1;55;59;2017-07-13T21:30:00+03:00
250;72;12;47;64;2017-07-14T10:35:00+03:00
240;4;46;170;159;2017-07-04T08:15:00+03:00
259;200;200;102;183;2017-07-05T06:15:00+03:00
328;132;119;146;151;2017-06-24T21:35:00+03:00
32;142;85;39;188;2017-06-24T23:35:00+03:00
301;35;28;54;191;2017-06-25T12:20:00+03:00
30;139;100;132;47;2017-06-26T21:55:00+03:00
296;77;157;183;165;2017-06-27T02:30:00+03:00
347;98;194;54;4;2017-06-11T17:45:00+03:00
319;69;40;166;2;2017-06-14T19:20:00+03:00
340;96;17;64;100;2017-06-16T02:20:00+03:00
298;152;9;176;169;2017-06-15T07:00:00+03:00
306;111;59;135;102;2017-08-29T16:25:00+03:00
315;21;100;50;167;2017-08-29T17:45:00+03:00
266;11;27;95;110;2017-08-31T05:15:00+03:00
2725081825;12;43;135;71;2017-08-25T00:15:00+03:00
208;3;48;102;179;2017-02-20T01:20:00+03:00
198;67;57;119;37;2017-02-20T06:45:00+03:00
194;117;170;183;176;2017-02-20T08:50:00+03:00
193;175;180;62;119;2017-02-20T15:00:00+03:00
207;32;121;38;163;2017-02-21T17:25:00+03:00
2136941910;58;34;144;184;2017-02-22T01:15:00+03:00
217;44;143;37;134;2017-02-22T07:40:00+03:00
204;128;95;61;29;2017-02-24T21:05:00+03:00
203;82;144;26;83;2017-02-25T01:25:00+03:00
212;147;17;196;188;2017-02-25T23:50:00+03:00
2;95;114;82;117;2017-02-16T20:00:00+03:00
233;95;102;85;114;2017-02-17T00:35:00+03:00
227;152;162;66;126;2017-02-17T22:25:00+03:00
2;115;112;6;166;2017-02-17T23:20:00+03:00
237;49;87;32;120;2017-02-18T02:00:00+03:00
229;27;70;23;184;2017-02-19T07:40:00+03:00
219;82;75;182;6;2017-02-19T19:50:00+03:00
908;134;63;145;187;2017-01-19T22:20:00+03:00
908;181;61;154;194;2017-01-19T22:25:00+03:00
736;179;175;43;44;2017-01-20T09:00:00+03:00
195;171;137;74;1;2017-02-27T20:30:00+03:00
20;26;133;185;106;2017-02-28T01:50:00+03:00
195;158;55;72;172;2017-03-02T04:10:00+03:00
201;57;16;96;42;2017-03-02T06:20:00+03:00
21;72;140;80;71;2017-03-02T11:05:00+03:00
215;119;79;131;89;2017-03-02T14:40:00+03:00
246;50;19;149;93;2017-03-22T02:30:00+03:00
263;81;143;126;165;2017-03-22T08:25:00+03:00
870;78;142;7;103;2017-01-20T18:15:00+03:00
199;66;102;11;128;2017-02-23T23:30:00+03:00
228;191;122;129;29;2017-04-09T08:45:00+03:00
245;136;117;199;159;2017-04-09T11:35:00+03:00
28;172;135;195;149;2017-04-09T16:10:00+03:00
227;0;113;109;124;2017-04-10T09:15:00+03:00
230;200;151;159;138;2017-04-10T10:20:00+03:00
234;1;123;157;177;2017-04-10T11:05:00+03:00
211;53;35;143;199;2017-04-11T23:55:00+03:00
20;44;29;105;11;2017-04-12T11:15:00+03:00
233;55;92;93;2;2017-04-12T19:00:00+03:00
233;37;129;55;47;2017-04-13T22:30:00+03:00
211;198;54;180;104;2017-04-14T04:15:00+03:00
211;126;149;21;103;2017-03-30T07:10:00+03:00
204;117;125;171;31;2017-03-30T08:40:00+03:00
196;195;2;64;67;2017-04-19T20:15:00+03:00
193;123;122;72;157;2017-04-20T09:20:00+03:00
186;105;114;40;43;2017-04-20T09:50:00+03:00
215;107;18;10;80;2017-04-20T16:40:00+03:00
225;94;93;177;58;2017-04-04T04:25:00+03:00
2136941910;34;102;15;140;2017-04-04T10:00:00+03:00
243;108;154;42;75;2017-04-05T19:20:00+03:00
21;58;197;23;115;2017-04-06T15:20:00+03:00
263;29;144;152;116;2017-04-08T18:30:00+03:00
232;162;76;62;142;2017-04-14T17:00:00+03:00
238;177;26;55;26;2017-04-14T20:25:00+03:00
238;74;46;144;49;2017-04-14T20:45:00+03:00
224;42;34;151;19;2017-04-15T05:50:00+03:00
221;43;61;55;172;2017-04-15T07:30:00+03:00
215;46;70;168;79;2017-04-15T17:00:00+03:00
218;83;38;25;129;2017-04-16T01:15:00+03:00
207;190;132;117;56;2017-04-16T17:20:00+03:00
207;23;138;84;13;2017-04-16T19:00:00+03:00
207;54;45;44;145;2017-04-16T22:00:00+03:00
220;124;138;56;135;2017-04-17T10:55:00+03:00
222;198;60;168;79;2017-04-17T16:15:00+03:00
15;12;97;98;129;2016-12-31T04:50:00+03:00
135;7;135;197;127;2017-01-01T01:05:00+03:00
130;34;80;143;194;2017-01-02T01:40:00+03:00
1281372452;139;100;147;132;2017-01-02T22:50:00+03:00
280;19;158;160;73;2016-08-05T06:00:00+03:00
234;6;48;80;134;2016-08-12T06:00:00+03:00
30;133;93;81;40;2016-12-18T19:25:00+03:00
294;32;95;50;101;2016-12-20T07:00:00+03:00
294;153;76;168;32;2016-12-20T07:50:00+03:00
312;149;108;163;140;2016-12-20T15:05:00+03:00
301;156;65;23;144;2016-12-20T19:10:00+03:00
294;5;120;71;95;2016-12-22T05:35:00+03:00
260;119;14;184;166;2016-12-27T14:55:00+03:00
259;136;193;21;110;2016-12-27T16:50:00+03:00
247;20;185;12;199;2016-12-28T01:55:00+03:00
191;52;2;38;40;2016-12-29T05:55:00+03:00
183;95;194;80;46;2016-12-29T18:45:00+03:00
170;102;73;164;57;2016-12-30T04:40:00+03:00
295;47;48;27;76;2016-12-18T01:30:00+03:00
291;175;37;172;118;2016-12-22T02:15:00+03:00
160;123;66;12;173;2017-01-15T12:05:00+03:00
143;31;165;165;174;2017-01-16T09:20:00+03:00
126;150;19;70;96;2017-01-17T03:05:00+03:00
306;19;195;195;8;2016-09-08T12:00:00+03:00
284;116;18;119;121;2016-09-15T16:00:00+03:00
259;185;52;123;159;2016-09-22T23:00:00+03:00
218;159;127;71;58;2016-10-03T06:00:00+03:00
2136941910;22;87;8;159;2016-10-06T14:00:00+03:00
238;53;81;52;68;2016-10-13T08:00:00+03:00
10;28;168;127;200;2017-01-18T13:05:00+03:00
889;65;33;172;153;2017-01-19T11:10:00+03:00
746;61;145;57;131;2017-01-20T14:45:00+03:00
822;181;182;39;183;2017-01-20T22:50:00+03:00
159;40;98;165;134;2017-01-04T20:15:00+03:00
158;54;119;60;77;2017-01-04T21:00:00+03:00
203;1;60;192;158;2017-02-25T17:20:00+03:00
212;116;147;169;115;2017-02-26T16:45:00+03:00
237;63;50;107;77;2017-02-18T08:25:00+03:00
193;179;114;80;61;2017-02-20T19:15:00+03:00
212;137;200;103;89;2017-02-23T01:10:00+03:00
195;49;112;107;87;2017-02-23T09:35:00+03:00
200;35;68;92;11;2017-02-23T14:55:00+03:00
237;194;73;191;84;2017-02-17T18:50:00+03:00
234;62;114;89;40;2017-02-17T21:15:00+03:00
186;149;46;48;140;2017-03-02T00:20:00+03:00
189;28;30;196;81;2017-03-02T02:35:00+03:00
193;59;75;62;2;2017-03-02T03:30:00+03:00
235;200;88;162;127;2017-03-21T21:05:00+03:00
229;46;173;22;120;2017-03-22T18:35:00+03:00
190;37;129;54;86;2017-03-23T09:00:00+03:00
225;178;160;173;9;2017-03-23T23:55:00+03:00
242;17;12;81;110;2017-03-30T00:55:00+03:00
236;165;120;7;40;2017-02-18T12:40:00+03:00
203;162;152;143;25;2017-02-25T03:35:00+03:00
198;130;148;73;82;2017-02-25T07:00:00+03:00
184;7;135;51;74;2017-02-28T20:55:00+03:00
908;166;200;85;120;2017-01-21T19:10:00+03:00
21;30;75;113;28;2017-02-14T15:45:00+03:00
234;131;93;156;53;2017-02-15T09:50:00+03:00
233;144;191;132;27;2017-02-15T10:25:00+03:00
228;41;12;92;10;2017-02-15T14:00:00+03:00
281;105;98;166;173;2016-12-24T16:20:00+03:00
20;91;135;94;55;2017-04-07T10:45:00+03:00
241;24;29;1;175;2017-04-02T23:05:00+03:00
248;186;30;111;96;2017-04-04T14:05:00+03:00
27;67;54;155;68;2017-03-31T12:25:00+03:00
247;193;143;119;185;2017-04-01T10:40:00+03:00
236;124;54;144;154;2017-04-02T05:00:00+03:00
233;159;9;53;146;2017-04-02T06:55:00+03:00
245;134;25;183;24;2017-04-05T20:05:00+03:00
304;149;57;92;27;2017-07-19T01:30:00+03:00
257;168;166;84;196;2017-07-21T05:25:00+03:00
247;180;153;65;44;2017-07-21T09:10:00+03:00
131;147;22;184;173;2017-01-09T05:30:00+03:00
152;69;33;112;178;2017-01-09T20:55:00+03:00
148;96;113;109;139;2017-01-10T08:45:00+03:00
